game,season,home_team,away_team,starting_min,end_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home,pct_home,pct_2_home,pct_3_home,fga_visitor,fta_visitor,fgm_visitor,fga_2_visitor,fgm_2_visitor,fga_3_visitor,fgm_3_visitor,ast_visitor,blk_visitor,pf_visitor,reb_visitor,dreb_visitor,oreb_visitor,to_visitor,pts_visitor,pct_visitor,pct_2_visitor,pct_3_visitor,outcome
200701100ATL,2007,ATL,NOK,8,8,Joe Johnson,Josh Childress,Shelden Williams,Speedy Claxton,Zaza Pachulia,Desmond Mason,Devin Brown,Linton Johnson,Rasual Butler,Tyson Chandler,1,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0.0,0.0,0.0,2,2,1,2,1,0,0,0,0,1,1,1,0,0,2,0.5,0.5,0.0,-1
200701100ATL,2007,ATL,NOK,9,9,Joe Johnson,Josh Childress,Lorenzen Wright,Marvin Williams,Speedy Claxton,Desmond Mason,Devin Brown,Jannero Pargo,Linton Johnson,Tyson Chandler,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,4,0,0,0,1,0,0,0,2,4,2,2,0,0,0.0,0.0,0.0,-1
200701100ATL,2007,ATL,NOK,10,10,Joe Johnson,Josh Childress,Lorenzen Wright,Salim Stoudamire,Speedy Claxton,Desmond Mason,Devin Brown,Jannero Pargo,Linton Johnson,Tyson Chandler,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1.0,1.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,2,1.0,1.0,0.0,-1
200701100ATL,2007,ATL,NOK,11,11,Dijon Thompson,Josh Childress,Lorenzen Wright,Salim Stoudamire,Speedy Claxton,Desmond Mason,Devin Brown,Jannero Pargo,Linton Johnson,Tyson Chandler,4,1,2,3,2,1,0,1,0,0,1,0,1,0,4,0.5,0.6666666666666666,0.0,3,0,2,3,2,0,0,1,0,0,2,1,1,1,4,0.6666666666666666,0.6666666666666666,0.0,-1
200701100ATL,2007,ATL,NOK,12,12,Dijon Thompson,Josh Childress,Lorenzen Wright,Royal Ivey,Salim Stoudamire,Desmond Mason,Devin Brown,Jannero Pargo,Linton Johnson,Tyson Chandler,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,2,2,0,0,2,1.0,1.0,0.0,-1
200701100ATL,2007,ATL,NOK,13,16,Dijon Thompson,Josh Childress,Lorenzen Wright,Royal Ivey,Salim Stoudamire,Devin Brown,Jannero Pargo,Linton Johnson,Marc Jackson,Rasual Butler,8,0,5,6,4,2,1,4,1,0,4,3,1,0,11,0.625,0.6666666666666666,0.5,6,2,3,5,3,1,0,0,0,0,2,2,0,0,6,0.5,0.6,0.0,1
200701100ATL,2007,ATL,NOK,17,17,Dijon Thompson,Josh Childress,Lorenzen Wright,Royal Ivey,Salim Stoudamire,Desmond Mason,Jannero Pargo,Linton Johnson,Marc Jackson,Rasual Butler,1,2,0,1,0,0,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0.0,0.0,0.0,-1
200701100ATL,2007,ATL,NOK,18,20,Joe Johnson,Josh Childress,Shelden Williams,Speedy Claxton,Zaza Pachulia,Desmond Mason,Jannero Pargo,Marc Jackson,Rasual Butler,Tyson Chandler,6,0,1,6,1,0,0,0,0,0,3,3,0,0,2,0.16666666666666666,0.16666666666666666,0.0,4,4,2,3,1,1,1,2,0,1,6,5,1,0,5,0.5,0.3333333333333333,1.0,-1
200701100ATL,2007,ATL,NOK,21,24,Joe Johnson,Marvin Williams,Shelden Williams,Solomon Jones,Speedy Claxton,Desmond Mason,Hilton Armstrong,Jannero Pargo,Rasual Butler,Tyson Chandler,10,0,3,7,3,3,0,2,0,0,5,2,3,0,6,0.3,0.42857142857142855,0.0,4,4,2,2,0,2,2,2,0,0,5,4,1,1,6,0.5,0.0,1.0,-1
200701100ATL,2007,ATL,NOK,25,30,Joe Johnson,Josh Childress,Lorenzen Wright,Marvin Williams,Shelden Williams,Desmond Mason,Devin Brown,Marc Jackson,Rasual Butler,Tyson Chandler,11,2,3,11,3,0,0,3,0,0,8,5,3,4,6,0.2727272727272727,0.2727272727272727,0.0,9,1,4,9,4,0,0,2,0,0,5,5,0,4,8,0.4444444444444444,0.4444444444444444,0.0,-1
200701100ATL,2007,ATL,NOK,31,32,Joe Johnson,Josh Childress,Lorenzen Wright,Marvin Williams,Royal Ivey,Desmond Mason,Devin Brown,Linton Johnson,Rasual Butler,Tyson Chandler,5,2,1,5,1,0,0,0,0,1,5,1,4,0,2,0.2,0.2,0.0,2,0,1,2,1,0,0,0,0,0,1,1,0,1,2,0.5,0.5,0.0,-1
200701100ATL,2007,ATL,NOK,33,33,Joe Johnson,Josh Childress,Lorenzen Wright,Marvin Williams,Royal Ivey,Devin Brown,Jannero Pargo,Linton Johnson,Rasual Butler,Tyson Chandler,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,2,1,2,2,2,0,0,0,0,0,2,2,0,0,4,1.0,1.0,0.0,-1
200701100ATL,2007,ATL,NOK,34,34,Joe Johnson,Josh Childress,Marvin Williams,Royal Ivey,Shelden Williams,Devin Brown,Jannero Pargo,Linton Johnson,Rasual Butler,Tyson Chandler,1,2,0,1,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701100ATL,2007,ATL,NOK,35,36,Dijon Thompson,Joe Johnson,Josh Childress,Salim Stoudamire,Shelden Williams,Devin Brown,Jannero Pargo,Linton Johnson,Rasual Butler,Tyson Chandler,4,0,0,4,0,0,0,0,0,0,3,2,1,0,0,0.0,0.0,0.0,3,2,2,1,1,2,1,2,0,0,2,2,0,0,5,0.6666666666666666,1.0,0.5,-1
200701100ATL,2007,ATL,NOK,37,37,Dijon Thompson,Joe Johnson,Josh Childress,Salim Stoudamire,Shelden Williams,Devin Brown,Hilton Armstrong,Jannero Pargo,Linton Johnson,Rasual Butler,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0.0,0.0,0.0,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0.0,0.0,0.0,-1
200701100ATL,2007,ATL,NOK,38,41,Dijon Thompson,Joe Johnson,Josh Childress,Salim Stoudamire,Solomon Jones,Devin Brown,Hilton Armstrong,Jannero Pargo,Linton Johnson,Rasual Butler,7,2,3,4,2,3,1,0,0,1,2,2,0,0,7,0.42857142857142855,0.5,0.3333333333333333,7,3,5,4,3,3,2,3,0,1,4,4,0,0,12,0.7142857142857143,0.75,0.6666666666666666,-1
200701100ATL,2007,ATL,NOK,42,44,Joe Johnson,Josh Childress,Marvin Williams,Salim Stoudamire,Solomon Jones,Cedric Simmons,Devin Brown,Jannero Pargo,Rasual Butler,Tyson Chandler,5,0,2,5,2,0,0,2,1,1,2,2,0,2,4,0.4,0.4,0.0,4,1,3,2,2,2,1,2,0,0,3,3,0,3,7,0.75,1.0,0.5,-1
200701100ATL,2007,ATL,NOK,45,45,Dijon Thompson,Josh Childress,Royal Ivey,Solomon Jones,Stanislav Medvedenko,Brandon Bass,Cedric Simmons,Devin Brown,Jannero Pargo,Rasual Butler,2,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0.5,0.5,0.0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,3,1.0,0.0,1.0,-1
200701100ATL,2007,ATL,NOK,46,47,Dijon Thompson,Josh Childress,Royal Ivey,Solomon Jones,Stanislav Medvedenko,Brandon Bass,Cedric Simmons,Devin Brown,Hilton Armstrong,Jannero Pargo,3,2,2,2,1,1,1,2,0,2,2,1,1,0,5,0.6666666666666666,0.5,1.0,2,0,0,1,0,1,0,0,0,0,2,1,1,3,0,0.0,0.0,0.0,1
200701160NOK,2007,NOK,ORL,0,6,Desmond Mason,Devin Brown,Marc Jackson,Rasual Butler,Tyson Chandler,Dwight Howard,Grant Hill,Hedo Turkoglu,Jameer Nelson,Tony Battie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,7,8,Desmond Mason,Devin Brown,Jannero Pargo,Marc Jackson,Tyson Chandler,Dwight Howard,Grant Hill,Hedo Turkoglu,Jameer Nelson,Tony Battie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,9,9,Desmond Mason,Devin Brown,Jannero Pargo,Marc Jackson,Tyson Chandler,Dwight Howard,Grant Hill,Jameer Nelson,Keith Bogans,Tony Battie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,10,10,Desmond Mason,Devin Brown,Jannero Pargo,Linton Johnson,Tyson Chandler,Dwight Howard,Jameer Nelson,Keith Bogans,Keyon Dooling,Tony Battie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,11,12,Desmond Mason,Devin Brown,Jannero Pargo,Linton Johnson,Tyson Chandler,Darko Milicic,Dwight Howard,Jameer Nelson,Keith Bogans,Keyon Dooling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,13,15,Desmond Mason,Hilton Armstrong,Jannero Pargo,Linton Johnson,Rasual Butler,Carlos Arroyo,Darko Milicic,Keith Bogans,Keyon Dooling,Pat Garrity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,16,16,Desmond Mason,Hilton Armstrong,Jannero Pargo,Linton Johnson,Rasual Butler,Carlos Arroyo,Darko Milicic,Hedo Turkoglu,Keyon Dooling,Pat Garrity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,17,18,Devin Brown,Hilton Armstrong,Jannero Pargo,Linton Johnson,Rasual Butler,Carlos Arroyo,Darko Milicic,Hedo Turkoglu,Keyon Dooling,Pat Garrity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,19,20,Devin Brown,Jannero Pargo,Marc Jackson,Rasual Butler,Tyson Chandler,Carlos Arroyo,Darko Milicic,Dwight Howard,Grant Hill,Hedo Turkoglu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,21,22,Desmond Mason,Devin Brown,Marc Jackson,Rasual Butler,Tyson Chandler,Darko Milicic,Dwight Howard,Grant Hill,Jameer Nelson,Keyon Dooling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,23,24,Desmond Mason,Devin Brown,Marc Jackson,Rasual Butler,Tyson Chandler,Dwight Howard,Grant Hill,Jameer Nelson,Keyon Dooling,Tony Battie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,25,30,Desmond Mason,Devin Brown,Marc Jackson,Rasual Butler,Tyson Chandler,Dwight Howard,Grant Hill,Hedo Turkoglu,Jameer Nelson,Tony Battie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,31,32,Desmond Mason,Jannero Pargo,Marc Jackson,Rasual Butler,Tyson Chandler,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Keyon Dooling,Tony Battie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,33,34,Desmond Mason,Jannero Pargo,Linton Johnson,Rasual Butler,Tyson Chandler,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Keyon Dooling,Tony Battie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,35,35,Desmond Mason,Jannero Pargo,Linton Johnson,Rasual Butler,Tyson Chandler,Darko Milicic,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Keyon Dooling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,36,37,Desmond Mason,Jannero Pargo,Linton Johnson,Rasual Butler,Tyson Chandler,Carlos Arroyo,Darko Milicic,Grant Hill,Keith Bogans,Keyon Dooling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,38,39,Desmond Mason,Hilton Armstrong,Jannero Pargo,Linton Johnson,Rasual Butler,Carlos Arroyo,Darko Milicic,Grant Hill,Keith Bogans,Keyon Dooling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,40,42,Desmond Mason,Hilton Armstrong,Jannero Pargo,Linton Johnson,Rasual Butler,Carlos Arroyo,Darko Milicic,Grant Hill,Hedo Turkoglu,Keith Bogans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,43,44,Desmond Mason,Devin Brown,Jannero Pargo,Rasual Butler,Tyson Chandler,Darko Milicic,Grant Hill,Hedo Turkoglu,Jameer Nelson,Keith Bogans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701160NOK,2007,NOK,ORL,45,47,Desmond Mason,Devin Brown,Jannero Pargo,Rasual Butler,Tyson Chandler,Dwight Howard,Grant Hill,Hedo Turkoglu,Jameer Nelson,Keith Bogans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701230PHI,2007,PHI,NOK,0,5,Andre Iguodala,Andre Miller,Rodney Carney,Samuel Dalembert,Steven Hunter,David West,Desmond Mason,Devin Brown,Rasual Butler,Tyson Chandler,12,2,6,12,6,0,0,3,2,0,6,4,2,1,12,0.5,0.5,0.0,9,5,3,9,3,0,0,0,1,1,7,4,3,2,6,0.3333333333333333,0.3333333333333333,0.0,1
200701230PHI,2007,PHI,NOK,6,6,Andre Miller,Kyle Korver,Rodney Carney,Samuel Dalembert,Steven Hunter,David West,Desmond Mason,Devin Brown,Rasual Butler,Tyson Chandler,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,-1
200701230PHI,2007,PHI,NOK,7,8,Andre Miller,Kyle Korver,Rodney Carney,Samuel Dalembert,Steven Hunter,Bobby Jackson,David West,Desmond Mason,Devin Brown,Tyson Chandler,4,1,2,4,2,0,0,2,0,0,2,2,0,0,4,0.5,0.5,0.0,3,2,1,3,1,0,0,1,0,0,2,2,0,0,2,0.3333333333333333,0.3333333333333333,0.0,1
200701230PHI,2007,PHI,NOK,9,9,Andre Miller,Bobby Jones,Joe Smith,Kyle Korver,Samuel Dalembert,Bobby Jackson,David West,Desmond Mason,Devin Brown,Tyson Chandler,3,1,2,3,2,0,0,0,0,0,1,1,0,0,4,0.6666666666666666,0.6666666666666666,0.0,1,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0.0,0.0,0.0,1
200701230PHI,2007,PHI,NOK,10,10,Andre Miller,Bobby Jones,Joe Smith,Kyle Korver,Samuel Dalembert,Bobby Jackson,Desmond Mason,Devin Brown,Linton Johnson,Tyson Chandler,1,0,1,0,0,1,1,1,0,1,1,1,0,0,3,1.0,0.0,1.0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1
200701230PHI,2007,PHI,NOK,11,11,Andre Miller,Bobby Jones,Joe Smith,Kyle Korver,Samuel Dalembert,Bobby Jackson,Desmond Mason,Jannero Pargo,Linton Johnson,Tyson Chandler,3,2,1,3,1,0,0,1,0,1,3,1,2,0,2,0.3333333333333333,0.3333333333333333,0.0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,2,0.5,0.5,0.0,-1
200701230PHI,2007,PHI,NOK,12,12,Andre Miller,Bobby Jones,Joe Smith,Kyle Korver,Steven Hunter,Bobby Jackson,Desmond Mason,Jannero Pargo,Linton Johnson,Tyson Chandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,1,2,1,0,0,0,0,0,1,0,1,0,2,0.5,0.5,0.0,-1
200701230PHI,2007,PHI,NOK,13,13,Andre Iguodala,Bobby Jones,Joe Smith,Kyle Korver,Steven Hunter,Bobby Jackson,Jannero Pargo,Linton Johnson,Marc Jackson,Rasual Butler,3,0,2,2,1,1,1,1,0,0,1,0,1,0,5,0.6666666666666666,0.5,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,1.0,1.0,0.0,1
200701230PHI,2007,PHI,NOK,14,14,Andre Iguodala,Joe Smith,Kyle Korver,Rodney Carney,Steven Hunter,Bobby Jackson,Jannero Pargo,Linton Johnson,Marc Jackson,Rasual Butler,1,1,1,1,1,0,0,1,0,0,1,1,0,2,2,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1
200701230PHI,2007,PHI,NOK,15,16,Andre Iguodala,Joe Smith,Kyle Korver,Rodney Carney,Steven Hunter,Devin Brown,Jannero Pargo,Linton Johnson,Marc Jackson,Rasual Butler,2,0,1,2,1,0,0,1,0,0,3,3,0,2,2,0.5,0.5,0.0,4,0,1,1,0,3,1,1,0,0,1,1,0,0,3,0.25,0.0,0.3333333333333333,-1
200701230PHI,2007,PHI,NOK,17,19,Andre Iguodala,Andre Miller,Joe Smith,Kyle Korver,Samuel Dalembert,David West,Devin Brown,Jannero Pargo,Marc Jackson,Rasual Butler,8,1,3,8,3,0,0,2,1,0,5,3,2,0,6,0.375,0.375,0.0,4,1,1,2,1,2,0,1,0,0,4,3,1,3,2,0.25,0.5,0.0,1
200701230PHI,2007,PHI,NOK,20,20,Andre Iguodala,Andre Miller,Rodney Carney,Samuel Dalembert,Steven Hunter,David West,Desmond Mason,Devin Brown,Rasual Butler,Tyson Chandler,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3,0,1,2,1,1,0,0,0,0,2,1,1,0,2,0.3333333333333333,0.5,0.0,-1
200701230PHI,2007,PHI,NOK,21,22,Andre Iguodala,Andre Miller,Joe Smith,Rodney Carney,Steven Hunter,David West,Desmond Mason,Devin Brown,Rasual Butler,Tyson Chandler,3,2,1,3,1,0,0,0,1,0,3,1,2,1,2,0.3333333333333333,0.3333333333333333,0.0,3,0,2,2,1,1,1,2,0,0,1,1,0,1,5,0.6666666666666666,0.5,1.0,-1
200701230PHI,2007,PHI,NOK,23,23,Andre Miller,Bobby Jones,Joe Smith,Rodney Carney,Steven Hunter,David West,Desmond Mason,Devin Brown,Rasual Butler,Tyson Chandler,2,0,1,1,1,1,0,0,0,0,1,0,1,1,2,0.5,1.0,0.0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,2,1.0,1.0,0.0,-1
200701230PHI,2007,PHI,NOK,24,28,Andre Iguodala,Andre Miller,Rodney Carney,Samuel Dalembert,Steven Hunter,David West,Desmond Mason,Devin Brown,Rasual Butler,Tyson Chandler,6,4,2,4,1,2,1,2,0,0,3,1,2,0,5,0.3333333333333333,0.25,0.5,8,3,4,6,4,2,0,1,0,2,5,3,2,1,8,0.5,0.6666666666666666,0.0,-1
200701230PHI,2007,PHI,NOK,29,30,Andre Iguodala,Andre Miller,Joe Smith,Kyle Korver,Steven Hunter,David West,Desmond Mason,Devin Brown,Rasual Butler,Tyson Chandler,2,0,1,2,1,0,0,0,0,0,5,4,1,3,2,0.5,0.5,0.0,4,4,0,4,0,0,0,0,0,2,2,0,2,0,0,0.0,0.0,0.0,1
200701230PHI,2007,PHI,NOK,31,32,Andre Iguodala,Andre Miller,Joe Smith,Kyle Korver,Steven Hunter,Bobby Jackson,David West,Desmond Mason,Devin Brown,Tyson Chandler,4,3,2,3,1,1,1,1,0,3,1,1,0,0,5,0.5,0.3333333333333333,1.0,4,2,2,4,2,0,0,1,1,0,3,2,1,0,4,0.5,0.5,0.0,1
200701230PHI,2007,PHI,NOK,33,34,Andre Iguodala,Andre Miller,Joe Smith,Kyle Korver,Steven Hunter,Bobby Jackson,David West,Desmond Mason,Jannero Pargo,Tyson Chandler,2,0,2,2,2,0,0,2,0,0,2,2,0,1,4,1.0,1.0,0.0,3,0,1,3,1,0,0,1,0,0,0,0,0,1,2,0.3333333333333333,0.3333333333333333,0.0,1
200701230PHI,2007,PHI,NOK,35,35,Andre Iguodala,Andre Miller,Joe Smith,Kyle Korver,Steven Hunter,Bobby Jackson,Desmond Mason,Jannero Pargo,Linton Johnson,Tyson Chandler,2,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,2,2,1,2,1,0,0,0,0,0,3,1,2,0,2,0.5,0.5,0.0,-1
200701230PHI,2007,PHI,NOK,36,36,Andre Iguodala,Bobby Jones,Joe Smith,Kevin Ollie,Kyle Korver,Bobby Jackson,Desmond Mason,Jannero Pargo,Linton Johnson,Tyson Chandler,1,0,1,1,1,0,0,1,0,1,1,1,0,0,2,1.0,1.0,0.0,2,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1
200701230PHI,2007,PHI,NOK,37,37,Andre Iguodala,Bobby Jones,Joe Smith,Kevin Ollie,Kyle Korver,Bobby Jackson,David West,Jannero Pargo,Linton Johnson,Rasual Butler,2,0,2,2,2,0,0,2,0,0,1,1,0,0,4,1.0,1.0,0.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
200701230PHI,2007,PHI,NOK,38,39,Andre Iguodala,Joe Smith,Kevin Ollie,Kyle Korver,Rodney Carney,Bobby Jackson,David West,Jannero Pargo,Linton Johnson,Rasual Butler,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,4,2,2,4,2,0,0,0,0,2,5,1,4,0,4,0.5,0.5,0.0,-1
200701230PHI,2007,PHI,NOK,40,41,Andre Iguodala,Andre Miller,Kyle Korver,Rodney Carney,Samuel Dalembert,Bobby Jackson,David West,Jannero Pargo,Linton Johnson,Rasual Butler,3,0,3,3,3,0,0,3,0,0,2,2,0,0,6,1.0,1.0,0.0,4,0,1,3,1,1,0,1,1,0,1,0,1,1,2,0.25,0.3333333333333333,0.0,1
200701230PHI,2007,PHI,NOK,42,44,Andre Iguodala,Andre Miller,Kyle Korver,Rodney Carney,Samuel Dalembert,Bobby Jackson,David West,Jannero Pargo,Rasual Butler,Tyson Chandler,4,0,2,3,2,1,0,2,0,0,1,1,0,2,4,0.5,0.6666666666666666,0.0,6,0,4,5,3,1,1,0,0,0,3,2,1,1,9,0.6666666666666666,0.6,1.0,-1
200701230PHI,2007,PHI,NOK,45,47,Andre Iguodala,Andre Miller,Kyle Korver,Rodney Carney,Samuel Dalembert,David West,Devin Brown,Jannero Pargo,Rasual Butler,Tyson Chandler,6,4,2,6,2,0,0,1,1,3,2,2,0,1,4,0.3333333333333333,0.3333333333333333,0.0,9,2,6,4,4,5,2,2,0,0,6,4,2,0,14,0.6666666666666666,1.0,0.4,-1
200701290NOK,2007,NOK,POR,0,7,David West,Desmond Mason,Devin Brown,Rasual Butler,Tyson Chandler,Brandon Roy,Ime Udoka,Jarrett Jack,Joel Przybilla,Zach Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701290NOK,2007,NOK,POR,8,9,Bobby Jackson,David West,Desmond Mason,Devin Brown,Tyson Chandler,Brandon Roy,Ime Udoka,Jarrett Jack,Joel Przybilla,Zach Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701290NOK,2007,NOK,POR,10,10,Bobby Jackson,David West,Desmond Mason,Devin Brown,Tyson Chandler,Brandon Roy,Ime Udoka,Juan Dixon,Raef LaFrentz,Zach Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701290NOK,2007,NOK,POR,11,12,Bobby Jackson,David West,Desmond Mason,Devin Brown,Linton Johnson,Brandon Roy,Ime Udoka,Juan Dixon,Raef LaFrentz,Zach Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701290NOK,2007,NOK,POR,13,14,Bobby Jackson,David West,Jannero Pargo,Linton Johnson,Rasual Butler,Jamaal Magloire,Juan Dixon,Martell Webster,Raef LaFrentz,Sergio Rodriguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200701290NOK,2007,NOK,POR,15,16,Bobby Jackson,Jannero Pargo,Linton Johnson,Rasual Butler,Tyson Chandler,Jamaal Magloire,Juan Dixon,Martell Webster,Raef LaFrentz,Sergio Rodriguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
